ACTI9 VIGI IC60 4P 63A 300MA AC (A9V14463);108.93;false;0.1382071516;9.99;legrand;https://www.manomano.fr/catalogue/p/acti9-vigi-ic60-4p-63a-300ma-ac-126282;diferenciales;2020-12-14
Interrupteur différentiel XE 40A 30ma type A - auto -230V Schneider R9ERA240;49.88;false;0.1379216033;1.99;SCHNEIDER;https://www.manomano.fr/catalogue/p/interr-diff-resi9-xe-embrochable-2p-40a-30ma-type-a-schneider-electric-18204710?model_id=18202712;diferenciales;2020-12-14
Disj. diff. 1P+N 3kA C-10A 30mA AC (HAG ADC710F);99.86;false;0.1357389893;1.99;SCHNEIDER;https://www.manomano.fr/catalogue/p/disjoncteur-differentiel-230v-hager-de-10-a-32a-type-ac-hpi-30ma-courbe-c-hager-55298?model_id=55292;diferenciales;2020-12-14
Interrupteur différentiel 63A tétrapolaire type AC - Ã  vis - CDC863F - Hager;239.12;false;0.1355558004;3.99;schneider;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-4p-ac-63a-30ma-hager-122187;diferenciales;2020-12-14
Interrupteur différentiel bipolaire - typeA 30mA arrivée haut/départ haut 40 A;82.13;false;0.1354104926;1.99;SCHNEIDER;https://www.manomano.fr/catalogue/p/legrand-interrupteur-differenciel-bipolaire-40a-30ma-type-a-3100073;diferenciales;2020-12-14
Disjoncteur différentiel 16A 1P+N courbe C 6KA protection 30mA type AC bornes vis DS201L ABB 471013;48.59;false;0.1353604376;3.25;SCHNEIDER;https://www.manomano.fr/catalogue/p/disj-diff-ds201l-1p-n-45-6ka-c-16a-30ma-ac-2198923;diferenciales;2020-12-14
Interrupteur différentiel 63A 30mA type A NALTO;37.5;false;0.1352835341;9.90;nalto;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-63a-30ma-type-a-nalto-16677346?model_id=16677181;diferenciales;2020-12-14
Interrupteur Différentiel triphasé 40A / 30mA / type A;88.08;false;0.1352610245;6.70;GE DEVIENT ABB;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-type-a-4-poles-40a-30ma-avec-agrement-nf-184713;diferenciales;2020-12-14
Interrupteur Différentiel 4P 25A 300MA AC Schneider Electric ACTI 9;111.11;false;0.1351031561;3.99;SCHNEIDER;https://www.manomano.fr/catalogue/p/acti9-iid-4p-25a-300ma-ac-172821;diferenciales;2020-12-14
Télérupteur pour profilé Finder 20.23.8.230.4000 1 NO (T). 1 NF (R) 230 V/AC 16 A 4000 VA 1 pc(s);19.49;false;0.1349606829;4.95;FINDER;https://www.manomano.fr/catalogue/p/tele-230ac-1no-1nc16a-agsno2-7243827;diferenciales;2020-12-14
Interrupteur differentiel 40A 2P 30mA type AC bornes à vis alignées norme CE ALTERNATIVE ELEC AE24240;17.23;false;0.1349473643;3.99;ALTERNATIVE ELEC;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-40a-2p-30ma-type-ac-bornes-a-vis-alignees-norme-ce-alternative-elec-ae24240-10951813;diferenciales;2020-12-14
Télérupteur pour profilé Finder 20.21.9.012.4000-1 1 NO (T) 12 V/DC 16 A 4000 VA 1 pc(s);16.49;false;0.134915609;4.95;FINDER;https://www.manomano.fr/catalogue/p/telerupteur-pour-profile-finder-202190124000-1-no-t-12-v-dc-16-a-4000-va-1-pcs-7243840;diferenciales;2020-12-14
Disjoncteur différentiel 25A 1P+N courbe C 4.5kA protection 300mA type AC iDPN Vigi SCHNEIDER ELECTRIC A9N21628;55.18;false;0.1348261706;3.99;schneider;https://www.manomano.fr/catalogue/p/disjoncteur-differentiel-25a-1p-n-courbe-c-45ka-protection-300ma-type-ac-idpn-vigi-schneider-electric-a9n21628-23509797?model_id=23490690;diferenciales;2020-12-14
INTERRUPTEUR DIFFERENTIEL DX3-ID 2P 80A AC 30MA LEGRAND 411507;62.3;false;0.1348206384;9.99;legrand;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-dx3-id-2p-80a-ac-30ma-legrand-411507-469810;diferenciales;2020-12-14
Bloc Différentiel VIGI IC60 2P 25A 300 AC Schneider Electric ACTI 9;184.61;false;0.1347997633;;SCHNEIDER;https://www.manomano.fr/catalogue/p/acti-9-vigi-ic60-bloc-differentiel-2p-25a-300ma-type-ac25a-25a-6341934;diferenciales;2020-12-14
Interrupteur différentiel 40A 30 mA type AC NALTO;27.5;false;0.1347968033;9.90;nalto;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-40a-30-ma-type-ac-nalto-16677343?model_id=16677178;diferenciales;2020-12-14
Schneider A9 F74416 IC60 N 4P 16 A courbe C Disjoncteur. Blanc Marque : SCHNEIDER;21.78;false;0.1320850813;5.55;schneider;https://www.manomano.fr/catalogue/p/schneider-a9-f74416-ic60-n-4p-16-a-courbe-c-disjoncteur-blanc-marque-schneider-23434536?model_id=23415429;diferenciales;2020-12-14
Interrupteur différentiel 2 pôles 30mA AC 63A - Efapel;22.63;false;0.1320478945;5.90;efapel;https://www.manomano.fr/catalogue/p/efapel-interrupteur-differentiel-2-poles-30ma-ac-63a-4414460;diferenciales;2020-12-14
